episode_id,category,person,role,credited
S20-E5,General,Alf Clausen,composer,true
S20-E6,General,Alf Clausen,composer,true
S20-E7,General,Alf Clausen,composer,true
S20-E8,General,Alf Clausen,composer,true
S20-E9,General,Alf Clausen,composer,true
S20-E10,General,Alf Clausen,composer,true
S20-E11,General,Alf Clausen,composer,true
S20-E12,General,Alf Clausen,composer,true
S20-E13,General,Alf Clausen,composer,true
S20-E14,General,Alf Clausen,composer,true
S20-E16,General,Alf Clausen,composer,true
S20-E17,General,Alf Clausen,composer,true
S20-E18,General,Alf Clausen,composer,true
S20-E19,General,Alf Clausen,composer,true
S20-E20,General,Alf Clausen,composer,true
S20-E21,General,Alf Clausen,composer,true
S20-E4,General,Alf Clausen,composer,true
S20-E3,Music Department,Danny Elfman,composer,true
S20-E4,Music Department,Danny Elfman,composer,true
S20-E6,Music Department,Danny Elfman,composer,true
S20-E8,Music Department,Danny Elfman,composer,true
S20-E10,Music Department,Danny Elfman,composer,true
S20-E13,Music Department,Danny Elfman,composer,true
S20-E14,Music Department,Danny Elfman,composer,true
S20-E16,Music Department,Danny Elfman,composer,true
S20-E20,Music Department,Danny Elfman,composer,true
S20-E21,Music Department,Danny Elfman,composer,true
S20-E1,Music Department,Danny Elfman,composer,true
S20-E2,Music Department,Danny Elfman,composer,true
S20-E5,Music Department,Danny Elfman,composer,true
S20-E7,Music Department,Danny Elfman,composer,true
S20-E9,Music Department,Danny Elfman,composer,true
S20-E11,Music Department,Danny Elfman,composer,true
S20-E12,Music Department,Danny Elfman,composer,true
S20-E15,Music Department,Danny Elfman,composer,true
S20-E17,Music Department,Danny Elfman,composer,true
S20-E18,Music Department,Danny Elfman,composer,true
S20-E19,Music Department,Danny Elfman,composer,true
S20-E21,Music Department,Alf Clausen,conductor,false
S20-E1,Music Department,Dell Hake,conductor,false
S20-E2,Music Department,Dell Hake,conductor,false
S20-E3,Music Department,Dell Hake,conductor,false
S20-E4,Music Department,Dell Hake,conductor,false
S20-E5,Music Department,Dell Hake,conductor,false
S20-E6,Music Department,Dell Hake,conductor,false
S20-E7,Music Department,Dell Hake,conductor,false
S20-E10,Music Department,Dell Hake,conductor,false
S20-E11,Music Department,Dell Hake,conductor,false
S20-E12,Music Department,Dell Hake,conductor,false
S20-E14,Music Department,Dell Hake,conductor,false
S20-E17,Music Department,Dell Hake,conductor,false
S20-E18,Music Department,Dell Hake,conductor,false
S20-E19,Music Department,Dell Hake,conductor,false
S20-E20,Music Department,Dell Hake,conductor,false
S20-E16,Music Department,Dell Hake,conductor and orchestrator,false
S20-E10,Produced by,Joe Goyette,consulting animation producer,true
S20-E11,Produced by,Joe Goyette,consulting animation producer,true
S20-E12,Produced by,Joe Goyette,consulting animation producer,true
S20-E13,Produced by,Joe Goyette,consulting animation producer,true
S20-E14,Produced by,Joe Goyette,consulting animation producer,true
S20-E1,Produced by,Brian Kelley,consulting producer,true
S20-E2,Produced by,Brian Kelley,consulting producer,true
S20-E3,Produced by,Brian Kelley,consulting producer,true
S20-E4,Produced by,Brian Kelley,consulting producer,true
S20-E5,Produced by,Brian Kelley,consulting producer,true
S20-E6,Produced by,Brian Kelley,consulting producer,true
S20-E7,Produced by,Brian Kelley,consulting producer,true
S20-E8,Produced by,Brian Kelley,consulting producer,true
S20-E9,Produced by,Brian Kelley,consulting producer,true
S20-E1,Produced by,Carolyn Omine,consulting producer,true
S20-E2,Produced by,Carolyn Omine,consulting producer,true
S20-E3,Produced by,Carolyn Omine,consulting producer,true
S20-E4,Produced by,Carolyn Omine,consulting producer,true
S20-E5,Produced by,Carolyn Omine,consulting producer,true
S20-E6,Produced by,Carolyn Omine,consulting producer,true
S20-E7,Produced by,Carolyn Omine,consulting producer,true
S20-E8,Produced by,Carolyn Omine,consulting producer,true
S20-E9,Produced by,Carolyn Omine,consulting producer,true
S20-E10,Produced by,Carolyn Omine,consulting producer,true
S20-E11,Produced by,Carolyn Omine,consulting producer,true
S20-E12,Produced by,Carolyn Omine,consulting producer,true
S20-E13,Produced by,Carolyn Omine,consulting producer,true
S20-E14,Produced by,Carolyn Omine,consulting producer,true
S20-E15,Produced by,Carolyn Omine,consulting producer,true
S20-E16,Produced by,Carolyn Omine,consulting producer,true
S20-E17,Produced by,Carolyn Omine,consulting producer,true
S20-E18,Produced by,Carolyn Omine,consulting producer,true
S20-E19,Produced by,Carolyn Omine,consulting producer,true
S20-E20,Produced by,Carolyn Omine,consulting producer,true
S20-E21,Produced by,Carolyn Omine,consulting producer,true
S20-E10,Produced by,Dan Castellaneta,consulting producer,true
S20-E11,Produced by,Dan Castellaneta,consulting producer,true
S20-E12,Produced by,Dan Castellaneta,consulting producer,true
S20-E13,Produced by,Dan Castellaneta,consulting producer,true
S20-E14,Produced by,Dan Castellaneta,consulting producer,true
S20-E15,Produced by,Dan Castellaneta,consulting producer,true
S20-E16,Produced by,Dan Castellaneta,consulting producer,true
S20-E17,Produced by,Dan Castellaneta,consulting producer,true
S20-E18,Produced by,Dan Castellaneta,consulting producer,true
S20-E19,Produced by,Dan Castellaneta,consulting producer,true
S20-E20,Produced by,Dan Castellaneta,consulting producer,true
S20-E21,Produced by,Dan Castellaneta,consulting producer,true
S20-E1,Produced by,David Silverman,consulting producer,true
S20-E2,Produced by,David Silverman,consulting producer,true
S20-E3,Produced by,David Silverman,consulting producer,true
S20-E4,Produced by,David Silverman,consulting producer,true
S20-E5,Produced by,David Silverman,consulting producer,true
S20-E6,Produced by,David Silverman,consulting producer,true
S20-E7,Produced by,David Silverman,consulting producer,true
S20-E8,Produced by,David Silverman,consulting producer,true
S20-E9,Produced by,David Silverman,consulting producer,true
S20-E10,Produced by,David Silverman,consulting producer,true
S20-E11,Produced by,David Silverman,consulting producer,true
S20-E12,Produced by,David Silverman,consulting producer,true
S20-E13,Produced by,David Silverman,consulting producer,true
S20-E14,Produced by,David Silverman,consulting producer,true
S20-E15,Produced by,David Silverman,consulting producer,true
S20-E16,Produced by,David Silverman,consulting producer,true
S20-E17,Produced by,David Silverman,consulting producer,true
S20-E18,Produced by,David Silverman,consulting producer,true
S20-E19,Produced by,David Silverman,consulting producer,true
S20-E20,Produced by,David Silverman,consulting producer,true
S20-E21,Produced by,David Silverman,consulting producer,true
S20-E1,Produced by,Don Payne,consulting producer,true
S20-E2,Produced by,Don Payne,consulting producer,true
S20-E3,Produced by,Don Payne,consulting producer,true
S20-E4,Produced by,Don Payne,consulting producer,true
S20-E5,Produced by,Don Payne,consulting producer,true
S20-E6,Produced by,Don Payne,consulting producer,true
S20-E7,Produced by,Don Payne,consulting producer,true
S20-E8,Produced by,Don Payne,consulting producer,true
S20-E9,Produced by,Don Payne,consulting producer,true
S20-E10,Produced by,Don Payne,consulting producer,true
S20-E11,Produced by,Don Payne,consulting producer,true
S20-E12,Produced by,Don Payne,consulting producer,true
S20-E13,Produced by,Don Payne,consulting producer,true
S20-E14,Produced by,Don Payne,consulting producer,true
S20-E15,Produced by,Don Payne,consulting producer,true
S20-E16,Produced by,Don Payne,consulting producer,true
S20-E17,Produced by,Don Payne,consulting producer,true
S20-E18,Produced by,Don Payne,consulting producer,true
S20-E19,Produced by,Don Payne,consulting producer,true
S20-E20,Produced by,Don Payne,consulting producer,true
S20-E21,Produced by,Don Payne,consulting producer,true
S20-E10,Produced by,Tim Long,consulting producer,true
S20-E11,Produced by,Tim Long,consulting producer,true
S20-E12,Produced by,Tim Long,consulting producer,true
S20-E13,Produced by,Tim Long,consulting producer,true
S20-E14,Produced by,Tim Long,consulting producer,true
S20-E15,Produced by,Tim Long,consulting producer,true
S20-E16,Produced by,Tim Long,consulting producer,true
S20-E17,Produced by,Tim Long,consulting producer,true
S20-E18,Produced by,Tim Long,consulting producer,true
S20-E19,Produced by,Tim Long,consulting producer,true
S20-E20,Produced by,Tim Long,consulting producer,true
S20-E21,Produced by,Tim Long,consulting producer,true
S20-E1,Other crew,Matt Groening,creative consultant,true
S20-E2,Other crew,Matt Groening,creative consultant,true
S20-E3,Other crew,Matt Groening,creative consultant,true
S20-E4,Other crew,Matt Groening,creative consultant,true
S20-E5,Other crew,Matt Groening,creative consultant,true
S20-E6,Other crew,Matt Groening,creative consultant,true
S20-E7,Other crew,Matt Groening,creative consultant,true
S20-E8,Other crew,Matt Groening,creative consultant,true
S20-E9,Other crew,Matt Groening,creative consultant,true
S20-E10,Other crew,Matt Groening,creative consultant,true
S20-E11,Other crew,Matt Groening,creative consultant,true
S20-E12,Other crew,Matt Groening,creative consultant,true
S20-E13,Other crew,Matt Groening,creative consultant,true
S20-E14,Other crew,Matt Groening,creative consultant,true
S20-E15,Other crew,Matt Groening,creative consultant,true
S20-E16,Other crew,Matt Groening,creative consultant,true
S20-E17,Other crew,Matt Groening,creative consultant,true
S20-E18,Other crew,Matt Groening,creative consultant,true
S20-E19,Other crew,Matt Groening,creative consultant,true
S20-E20,Other crew,Matt Groening,creative consultant,true
S20-E21,Other crew,Matt Groening,creative consultant,true
S20-E1,Writing Credits,Matt Groening,creator,true
S20-E2,Writing Credits,Matt Groening,creator,true
S20-E3,Writing Credits,Matt Groening,creator,true
S20-E4,Writing Credits,Matt Groening,creator,true
S20-E5,Writing Credits,Matt Groening,creator,true
S20-E6,Writing Credits,Matt Groening,creator,true
S20-E7,Writing Credits,Matt Groening,creator,true
S20-E8,Writing Credits,Matt Groening,creator,true
S20-E9,Writing Credits,Matt Groening,creator,true
S20-E10,Writing Credits,Matt Groening,creator,true
S20-E11,Writing Credits,Matt Groening,creator,true
S20-E12,Writing Credits,Matt Groening,creator,true
S20-E13,Writing Credits,Matt Groening,creator,true
S20-E14,Writing Credits,Matt Groening,creator,true
S20-E15,Writing Credits,Matt Groening,creator,true
S20-E16,Writing Credits,Matt Groening,creator,true
S20-E17,Writing Credits,Matt Groening,creator,true
S20-E18,Writing Credits,Matt Groening,creator,true
S20-E19,Writing Credits,Matt Groening,creator,true
S20-E20,Writing Credits,Matt Groening,creator,true
S20-E21,Writing Credits,Matt Groening,creator,true
S20-E2,Thanks,Paul Newman,dedicated to the memory of,true
S20-E1,Writing Credits,James L. Brooks,developer,true
S20-E2,Writing Credits,James L. Brooks,developer,true
S20-E3,Writing Credits,James L. Brooks,developer,true
S20-E4,Writing Credits,James L. Brooks,developer,true
S20-E5,Writing Credits,James L. Brooks,developer,true
S20-E6,Writing Credits,James L. Brooks,developer,true
S20-E7,Writing Credits,James L. Brooks,developer,true
S20-E8,Writing Credits,James L. Brooks,developer,true
S20-E9,Writing Credits,James L. Brooks,developer,true
S20-E10,Writing Credits,James L. Brooks,developer,true
S20-E11,Writing Credits,James L. Brooks,developer,true
S20-E12,Writing Credits,James L. Brooks,developer,true
S20-E13,Writing Credits,James L. Brooks,developer,true
S20-E14,Writing Credits,James L. Brooks,developer,true
S20-E15,Writing Credits,James L. Brooks,developer,true
S20-E16,Writing Credits,James L. Brooks,developer,true
S20-E17,Writing Credits,James L. Brooks,developer,true
S20-E18,Writing Credits,James L. Brooks,developer,true
S20-E19,Writing Credits,James L. Brooks,developer,true
S20-E20,Writing Credits,James L. Brooks,developer,true
S20-E21,Writing Credits,James L. Brooks,developer,true
S20-E1,Writing Credits,Matt Groening,developer,true
S20-E2,Writing Credits,Matt Groening,developer,true
S20-E3,Writing Credits,Matt Groening,developer,true
S20-E4,Writing Credits,Matt Groening,developer,true
S20-E5,Writing Credits,Matt Groening,developer,true
S20-E6,Writing Credits,Matt Groening,developer,true
S20-E7,Writing Credits,Matt Groening,developer,true
S20-E8,Writing Credits,Matt Groening,developer,true
S20-E9,Writing Credits,Matt Groening,developer,true
S20-E10,Writing Credits,Matt Groening,developer,true
S20-E11,Writing Credits,Matt Groening,developer,true
S20-E12,Writing Credits,Matt Groening,developer,true
S20-E13,Writing Credits,Matt Groening,developer,true
S20-E14,Writing Credits,Matt Groening,developer,true
S20-E15,Writing Credits,Matt Groening,developer,true
S20-E16,Writing Credits,Matt Groening,developer,true
S20-E17,Writing Credits,Matt Groening,developer,true
S20-E18,Writing Credits,Matt Groening,developer,true
S20-E19,Writing Credits,Matt Groening,developer,true
S20-E20,Writing Credits,Matt Groening,developer,true
S20-E21,Writing Credits,Matt Groening,developer,true
S20-E1,Writing Credits,Sam Simon,developer,true
S20-E2,Writing Credits,Sam Simon,developer,true
S20-E3,Writing Credits,Sam Simon,developer,true
S20-E4,Writing Credits,Sam Simon,developer,true
S20-E5,Writing Credits,Sam Simon,developer,true
S20-E6,Writing Credits,Sam Simon,developer,true
S20-E7,Writing Credits,Sam Simon,developer,true
S20-E8,Writing Credits,Sam Simon,developer,true
S20-E9,Writing Credits,Sam Simon,developer,true
S20-E10,Writing Credits,Sam Simon,developer,true
S20-E11,Writing Credits,Sam Simon,developer,true
S20-E12,Writing Credits,Sam Simon,developer,true
S20-E13,Writing Credits,Sam Simon,developer,true
S20-E14,Writing Credits,Sam Simon,developer,true
S20-E15,Writing Credits,Sam Simon,developer,true
S20-E16,Writing Credits,Sam Simon,developer,true
S20-E17,Writing Credits,Sam Simon,developer,true
S20-E18,Writing Credits,Sam Simon,developer,true
S20-E19,Writing Credits,Sam Simon,developer,true
S20-E20,Writing Credits,Sam Simon,developer,true
S20-E21,Writing Credits,Sam Simon,developer,true
S20-E1,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E2,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E3,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E4,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E5,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E6,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E7,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E8,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E9,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E10,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E11,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E12,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E13,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E14,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E15,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E16,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E17,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E18,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E19,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E20,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E21,Sound Department,Bobby Mackston,dialogue sound editor,true
S20-E1,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E2,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E3,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E4,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E5,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E6,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E7,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E8,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E9,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E10,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E11,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E12,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E13,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E14,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E15,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E16,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E17,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E18,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E19,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E20,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E21,Sound Department,Norm MacLeod,dialogue sound editor,true
S20-E1,Sound Department,Terry Greene,dialogue sound editor,true
S20-E2,Sound Department,Terry Greene,dialogue sound editor,true
S20-E3,Sound Department,Terry Greene,dialogue sound editor,true
S20-E4,Sound Department,Terry Greene,dialogue sound editor,true
S20-E5,Sound Department,Terry Greene,dialogue sound editor,true
S20-E6,Sound Department,Terry Greene,dialogue sound editor,true
S20-E7,Sound Department,Terry Greene,dialogue sound editor,true
S20-E8,Sound Department,Terry Greene,dialogue sound editor,true
S20-E9,Sound Department,Terry Greene,dialogue sound editor,true
S20-E10,Sound Department,Terry Greene,dialogue sound editor,true
S20-E11,Sound Department,Terry Greene,dialogue sound editor,true
S20-E12,Sound Department,Terry Greene,dialogue sound editor,true
S20-E13,Sound Department,Terry Greene,dialogue sound editor,true
S20-E14,Sound Department,Terry Greene,dialogue sound editor,true
S20-E15,Sound Department,Terry Greene,dialogue sound editor,true
S20-E16,Sound Department,Terry Greene,dialogue sound editor,true
S20-E17,Sound Department,Terry Greene,dialogue sound editor,true
S20-E18,Sound Department,Terry Greene,dialogue sound editor,true
S20-E19,Sound Department,Terry Greene,dialogue sound editor,true
S20-E20,Sound Department,Terry Greene,dialogue sound editor,true
S20-E21,Sound Department,Terry Greene,dialogue sound editor,true
S20-E12,Animation Department,Beth S. Morris,digital retakes,true
S20-E16,Animation Department,Beth S. Morris,digital retakes,true
S20-E17,Animation Department,Beth S. Morris,digital retakes,true
S20-E18,Animation Department,Beth S. Morris,digital retakes,true
S20-E19,Animation Department,Beth S. Morris,digital retakes,true
S20-E20,Animation Department,Beth S. Morris,digital retakes,true
S20-E21,Animation Department,Beth S. Morris,digital retakes,true
S20-E14,Animation Department,Rick Moser,digital retakes,true
S20-E1,Animation Department,Steve Mills,digital retakes,true
S20-E2,Animation Department,Steve Mills,digital retakes,true
S20-E3,Animation Department,Steve Mills,digital retakes,true
S20-E4,Animation Department,Steve Mills,digital retakes,true
S20-E5,Animation Department,Steve Mills,digital retakes,true
S20-E6,Animation Department,Steve Mills,digital retakes,true
S20-E7,Animation Department,Steve Mills,digital retakes,true
S20-E8,Animation Department,Steve Mills,digital retakes,true
S20-E9,Animation Department,Steve Mills,digital retakes,true
S20-E10,Animation Department,Steve Mills,digital retakes,true
S20-E11,Animation Department,Steve Mills,digital retakes,true
S20-E12,Animation Department,Steve Mills,digital retakes,true
S20-E13,Animation Department,Steve Mills,digital retakes,true
S20-E14,Animation Department,Steve Mills,digital retakes,true
S20-E15,Animation Department,Steve Mills,digital retakes,true
S20-E16,Animation Department,Steve Mills,digital retakes,true
S20-E17,Animation Department,Steve Mills,digital retakes,true
S20-E18,Animation Department,Steve Mills,digital retakes,true
S20-E19,Animation Department,Steve Mills,digital retakes,true
S20-E20,Animation Department,Steve Mills,digital retakes,true
S20-E21,Animation Department,Steve Mills,digital retakes,true
S20-E14,Animation Department,Torien Blackwolf,digital retakes,true
S20-E4,General,Bob Anderson,director,true
S20-E13,General,Chris Clements,director,false
S20-E15,General,Chuck Sheetz,director,false
S20-E1,General,Lance Kramer,director,false
S20-E11,General,Lance Kramer,director,false
S20-E8,General,Mark Kirkland,director,false
S20-E12,General,Mark Kirkland,director,false
S20-E5,General,Matthew Faughnan,director,false
S20-E9,General,Matthew Nastuk,director,false
S20-E18,General,Matthew Nastuk,director,false
S20-E3,General,Michael Polcino,director,false
S20-E19,General,Michael Polcino,director,false
S20-E6,General,Nancy Kruse,director,false
S20-E16,General,Nancy Kruse,director,false
S20-E14,General,Ralph Sosa,director,false
S20-E2,General,Raymond S. Persi,director,false
S20-E20,General,Raymond S. Persi,director,false
S20-E17,General,Rob Oliver,director,false
S20-E7,General,Steven Dean Moore,director,false
S20-E10,General,Steven Dean Moore,director,false
S20-E21,General,Steven Dean Moore,director,false
S20-E14,Visual Effects by,Al Holter,effects layout artist,true
S20-E19,Visual Effects by,Al Holter,effects layout artist,true
S20-E20,Visual Effects by,Al Holter,effects layout artist,true
S20-E9,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E10,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E11,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E12,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E13,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E14,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E15,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E16,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E18,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E20,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E21,Visual Effects by,Brice Mallier,effects layout artist,true
S20-E19,Visual Effects by,Cynthia Neill Knizek,effects layout artist,true
S20-E20,Visual Effects by,Cynthia Neill Knizek,effects layout artist,true
S20-E21,Visual Effects by,Cynthia Neill Knizek,effects layout artist,true
S20-E14,Visual Effects by,Jeff Topping,effects layout artist,true
S20-E17,Visual Effects by,Jeff Topping,effects layout artist,true
S20-E20,Visual Effects by,Jeff Topping,effects layout artist,true
S20-E21,Visual Effects by,Jeff Topping,effects layout artist,true
S20-E1,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E2,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E3,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E4,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E5,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E6,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E7,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E8,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E9,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E10,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E11,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E12,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E13,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E14,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E19,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E20,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E21,Visual Effects by,Rosanna Lyons,effects layout artist,true
S20-E1,Other crew,James L. Brooks,executive creative consultant,true
S20-E2,Other crew,James L. Brooks,executive creative consultant,true
S20-E3,Other crew,James L. Brooks,executive creative consultant,true
S20-E4,Other crew,James L. Brooks,executive creative consultant,true
S20-E5,Other crew,James L. Brooks,executive creative consultant,true
S20-E6,Other crew,James L. Brooks,executive creative consultant,true
S20-E7,Other crew,James L. Brooks,executive creative consultant,true
S20-E8,Other crew,James L. Brooks,executive creative consultant,true
S20-E9,Other crew,James L. Brooks,executive creative consultant,true
S20-E10,Other crew,James L. Brooks,executive creative consultant,true
S20-E11,Other crew,James L. Brooks,executive creative consultant,true
S20-E12,Other crew,James L. Brooks,executive creative consultant,true
S20-E13,Other crew,James L. Brooks,executive creative consultant,true
S20-E14,Other crew,James L. Brooks,executive creative consultant,true
S20-E15,Other crew,James L. Brooks,executive creative consultant,true
S20-E16,Other crew,James L. Brooks,executive creative consultant,true
S20-E17,Other crew,James L. Brooks,executive creative consultant,true
S20-E18,Other crew,James L. Brooks,executive creative consultant,true
S20-E19,Other crew,James L. Brooks,executive creative consultant,true
S20-E20,Other crew,James L. Brooks,executive creative consultant,true
S20-E21,Other crew,James L. Brooks,executive creative consultant,true
S20-E1,Other crew,Charles McCaskill,executive director of it,true
S20-E2,Other crew,Charles McCaskill,executive director of it,true
S20-E3,Other crew,Charles McCaskill,executive director of it,true
S20-E4,Other crew,Charles McCaskill,executive director of it,true
S20-E5,Other crew,Charles McCaskill,executive director of it,true
S20-E6,Other crew,Charles McCaskill,executive director of it,true
S20-E7,Other crew,Charles McCaskill,executive director of it,true
S20-E8,Other crew,Charles McCaskill,executive director of it,true
S20-E9,Other crew,Charles McCaskill,executive director of it,true
S20-E10,Other crew,Charles McCaskill,executive director of it,true
S20-E11,Other crew,Charles McCaskill,executive director of it,true
S20-E12,Other crew,Charles McCaskill,executive director of it,true
S20-E13,Other crew,Charles McCaskill,executive director of it,true
S20-E14,Other crew,Charles McCaskill,executive director of it,true
S20-E15,Other crew,Charles McCaskill,executive director of it,true
S20-E16,Other crew,Charles McCaskill,executive director of it,true
S20-E17,Other crew,Charles McCaskill,executive director of it,true
S20-E18,Other crew,Charles McCaskill,executive director of it,true
S20-E19,Other crew,Charles McCaskill,executive director of it,true
S20-E20,Other crew,Charles McCaskill,executive director of it,true
S20-E21,Other crew,Charles McCaskill,executive director of it,true
S20-E1,Produced by,Al Jean,executive producer,true
S20-E2,Produced by,Al Jean,executive producer,true
S20-E3,Produced by,Al Jean,executive producer,true
S20-E4,Produced by,Al Jean,executive producer,true
S20-E5,Produced by,Al Jean,executive producer,true
S20-E6,Produced by,Al Jean,executive producer,true
S20-E7,Produced by,Al Jean,executive producer,true
S20-E8,Produced by,Al Jean,executive producer,true
S20-E9,Produced by,Al Jean,executive producer,true
S20-E10,Produced by,Al Jean,executive producer,true
S20-E11,Produced by,Al Jean,executive producer,true
S20-E12,Produced by,Al Jean,executive producer,true
S20-E13,Produced by,Al Jean,executive producer,true
S20-E14,Produced by,Al Jean,executive producer,true
S20-E15,Produced by,Al Jean,executive producer,true
S20-E17,Produced by,Al Jean,executive producer,true
S20-E18,Produced by,Al Jean,executive producer,true
S20-E19,Produced by,Al Jean,executive producer,true
S20-E20,Produced by,Al Jean,executive producer,true
S20-E21,Produced by,Al Jean,executive producer,true
S20-E1,Animation Department,Robyn Anderson,lip sync,true
S20-E2,Animation Department,Robyn Anderson,lip sync,true
S20-E3,Animation Department,Robyn Anderson,lip sync,true
S20-E4,Animation Department,Robyn Anderson,lip sync,true
S20-E5,Animation Department,Robyn Anderson,lip sync,true
S20-E6,Animation Department,Robyn Anderson,lip sync,true
S20-E7,Animation Department,Robyn Anderson,lip sync,true
S20-E8,Animation Department,Robyn Anderson,lip sync,true
S20-E9,Animation Department,Robyn Anderson,lip sync,true
S20-E10,Animation Department,Robyn Anderson,lip sync,true
S20-E11,Animation Department,Robyn Anderson,lip sync,true
S20-E12,Animation Department,Robyn Anderson,lip sync,true
S20-E13,Animation Department,Robyn Anderson,lip sync,true
S20-E14,Animation Department,Robyn Anderson,lip sync,true
S20-E15,Animation Department,Robyn Anderson,lip sync,true
S20-E16,Animation Department,Robyn Anderson,lip sync,true
S20-E17,Animation Department,Robyn Anderson,lip sync,true
S20-E18,Animation Department,Robyn Anderson,lip sync,true
S20-E19,Animation Department,Robyn Anderson,lip sync,true
S20-E20,Animation Department,Robyn Anderson,lip sync,true
S20-E21,Animation Department,Robyn Anderson,lip sync,true
S20-E1,Music Department,Sally Stevens,main title singer,true
S20-E2,Music Department,Sally Stevens,main title singer,true
S20-E3,Music Department,Sally Stevens,main title singer,true
S20-E4,Music Department,Sally Stevens,main title singer,true
S20-E5,Music Department,Sally Stevens,main title singer,true
S20-E6,Music Department,Sally Stevens,main title singer,true
S20-E7,Music Department,Sally Stevens,main title singer,true
S20-E8,Music Department,Sally Stevens,main title singer,true
S20-E9,Music Department,Sally Stevens,main title singer,true
S20-E10,Music Department,Sally Stevens,main title singer,true
S20-E11,Music Department,Sally Stevens,main title singer,true
S20-E12,Music Department,Sally Stevens,main title singer,true
S20-E13,Music Department,Sally Stevens,main title singer,true
S20-E14,Music Department,Sally Stevens,main title singer,true
S20-E15,Music Department,Sally Stevens,main title singer,true
S20-E16,Music Department,Sally Stevens,main title singer,true
S20-E17,Music Department,Sally Stevens,main title singer,true
S20-E18,Music Department,Sally Stevens,main title singer,true
S20-E19,Music Department,Sally Stevens,main title singer,true
S20-E20,Music Department,Sally Stevens,main title singer,true
S20-E21,Music Department,Sally Stevens,main title singer,true
S20-E1,Music Department,Chris Ledesma,music editor,true
S20-E2,Music Department,Chris Ledesma,music editor,true
